electrical_capacity;energy_source_level_1;energy_source_level_2;energy_source_level_3;technology;data_source;nuts_1_region;nuts_2_region;nuts_3_region;lon;lat;municipality;municipality_code;postcode;address;federal_state;commissioning_date;decommissioning_date;voltage_level;eeg_id;dso;dso_id;tso
0.045;Renewable energy;Hydro;;Run-of-river;TenneT;DE9;DE92;DE926;9.514734105;51.79414721;Holzminden;3255023.0;37603.0;;Niedersachsen;1962-03-21;;low voltage;;Westfalen Weser Netz GmbH;10006808.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.90694568;49.02964328;;9375127.0;93180.0;;Brandenburg;1962-04-10;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.026;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE25;DE257;10.82561224;49.72089698;;9572135.0;91315.0;;Brandenburg;1962-05-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.35762034;49.44443903;;9376148.0;92545.0;;Brandenburg;1962-05-25;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.077;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21M;12.73916845;48.04629928;Tittmoning;9189152.0;84529.0;;Brandenburg;1962-06-07;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.3;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;12.15545685;49.14570608;Regenstauf;9375190.0;93128.0;;Brandenburg;1962-06-13;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.06105097;49.73827369;;9374144.0;92711.0;;Brandenburg;1962-06-25;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.04636;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;13.03963854;49.10292578;Drachselsried;9276120.0;94256.0;;Brandenburg;1962-06-27;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.39316406;49.49684765;;9376171.0;92552.0;;Brandenburg;1962-06-28;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0165;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE73;DE736;8.556198446;50.98988343;;6635014.0;35116.0;;Hamburg;1962-07-01;;low voltage;;Energie Waldeck-Frankenberg GmbH;10000523.0;TenneT
0.0046;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB3;DEB3B;8.045803537;49.78657379999999;Flonheim-Uffhofen;7331025.0;55237.0;;Rheinland-Pfalz;1962-07-01;;low voltage;;EWR Netz GmbH;10001416.0;Amprion
0.0098;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE73;DE735;9.407479092;51.01862473;;6634009.0;34576.0;;Hamburg;1962-07-01;;low voltage;;KBG Kraftstrom-Bezugsgenossenschaft Homberg eG;10001070.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.52437279;49.34459126;;9372154.0;92444.0;;Brandenburg;1962-07-11;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.185;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.39177892;49.19888877;Walderbach;9372170.0;93194.0;;Brandenburg;1962-07-13;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.012;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.91150478;48.97067365;;9276111.0;94250.0;;Brandenburg;1962-07-30;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.018;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;13.04527528;49.20949583;;9372138.0;93462.0;;Brandenburg;1962-08-07;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0175;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.11502244;49.756207;;9374128.0;92665.0;;Brandenburg;1962-08-16;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;13.11260883;49.07587001;;9276117.0;94249.0;;Brandenburg;1962-08-17;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.01;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.59531586;49.16697096;;9372158.0;93489.0;;Brandenburg;1962-09-05;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21F;11.8178612;47.75082036;Hausham;9182119.0;83734.0;;Brandenburg;1962-09-11;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.14;Renewable energy;Hydro;;Run-of-river;TenneT;DE9;DE92;DE923;9.379806519;52.0178922;Emmerthal;3252005.0;31860.0;;Niedersachsen;1962-09-20;;low voltage;;GWS Stadtwerke Hameln GmbH;10001497.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22C;12.64212448;48.57457845;;9279134.0;94419.0;;Brandenburg;1962-09-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.025;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.47732336;48.91143359;;9272146.0;94556.0;;Brandenburg;1962-09-25;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.033;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.47732336;48.91143359;Neuschönau;9272146.0;94556.0;;Brandenburg;1962-09-25;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.97582776;49.00368278;;9276134.0;94265.0;;Brandenburg;1962-10-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.009;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.55634979;49.51985496;;9376160.0;92539.0;;Brandenburg;1962-10-02;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.016;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE224;13.20242568;48.77580570000001;;9271149.0;94508.0;;Brandenburg;1962-10-03;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0185;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.91150478;48.97067365;;9276111.0;94250.0;;Brandenburg;1962-10-05;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;13.18456317;48.89946451;;9276126.0;94259.0;;Brandenburg;1962-10-15;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.012;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.28287568;49.72284665;;9374121.0;92685.0;;Brandenburg;1962-10-17;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.038;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.5985742;48.73273755;Waldkirchen;9272151.0;94065.0;;Brandenburg;1962-11-02;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE224;12.90662279;48.91490198;;9271116.0;94505.0;;Brandenburg;1962-11-08;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.018;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE224;13.1252592;48.85735697;;9271126.0;94551.0;;Brandenburg;1962-11-09;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.112;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.42486693;48.77688317;Perlesreut;9272138.0;94157.0;;Brandenburg;1962-11-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE227;11.99984882;48.54178316;Bruckberg;9274194.0;84079.0;;Brandenburg;1962-11-27;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.005;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.58402109;49.02133707;;9373121.0;92345.0;;Brandenburg;1962-11-29;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.009;Renewable energy;Hydro;;Run-of-river;Amprion;DE7;DE71;DE71A;8.414353995;50.09699607;Hofheim;6436007.0;65719.0;;Hessen;1962-12-03;;low voltage;;Syna GmbH;10001495.0;Amprion
0.075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;13.04527528;49.20949583;Lam;9372138.0;93462.0;;Brandenburg;1962-12-04;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.085;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE224;12.99673361;48.68845974;Osterhofen;9271141.0;94486.0;;Brandenburg;1962-12-07;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0185;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE26;DE26A;9.60208237;49.80267908;;9677154.0;97855.0;;Brandenburg;1962-12-17;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.33102434;48.83664022;Schönberg;9272147.0;94513.0;;Brandenburg;1962-12-17;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0375;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.68841412;48.73028682;Jandelsbrunn;9272129.0;94118.0;;Brandenburg;1962-12-19;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.038;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.03130095;49.83489415;Erbendorf;9377116.0;92681.0;;Brandenburg;1962-12-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0125;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;13.11260883;49.07587001;;9276117.0;94249.0;;Brandenburg;1962-12-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE234;11.68421761;49.36326802;;9371132.0;92280.0;;Brandenburg;1962-12-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE11;DE11B;10.05906228;49.46614292;;8119067.0;97993.0;;Baden-Württemberg;1963-01-01;;low voltage;;N-ERGIE Netz GmbH;10001915.0;TransnetBW
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE25;DE25B;11.01444186;49.20217927;;9576121.0;91166.0;;Brandenburg;1963-01-01;;low voltage;;Gemeindewerke Georgensgmünd;10000929.0;TenneT
0.05;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;11.82127607;49.11753158;Beratzhausen;9375118.0;93176.0;;Brandenburg;1963-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.09;Renewable energy;Hydro;;Run-of-river;TransnetBW;DE1;DE11;DE113;9.438571513;48.58482535;Owen;8116054.0;73277.0;;Baden-Württemberg;1963-01-01;;medium voltage;;C. Ensinger GmbH & Co. KG;10001032.0;TransnetBW
0.0242;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.68841412;48.73028682;;9272129.0;94118.0;;Brandenburg;1963-01-08;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.08;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE214;12.58692451;48.12985889;Garching;9171117.0;84518.0;;Brandenburg;1963-01-11;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0137;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE71;DE71E;9.099603428;50.29057251;;6440004.0;63654.0;;Hamburg;1963-01-16;;low voltage;;ovag Netz GmbH;10001836.0;TenneT
0.017;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.88776568;49.02642236;;9276128.0;94262.0;;Brandenburg;1963-01-21;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.009;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.58402109;49.02133707;;9373121.0;92345.0;;Brandenburg;1963-01-29;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.88776568;49.02642236;;9276128.0;94262.0;;Brandenburg;1963-02-08;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.014;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;13.04527528;49.20949583;;9372138.0;93462.0;;Brandenburg;1963-02-18;;low voltage;;Markt Lam;10000503.0;TenneT
0.01;Renewable energy;Hydro;;Run-of-river;TenneT;DE9;DE92;DE923;9.606785649;52.06448679;;3252008.0;31020.0;;Niedersachsen;1963-02-20;;low voltage;;GWS Stadtwerke Hameln GmbH;10001497.0;TenneT
0.054;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.76802277;48.62233302;Wegscheid;9275156.0;94110.0;;Brandenburg;1963-03-07;;medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.045;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;13.07978674;48.90984332;Bischofsmais;9276116.0;94253.0;;Brandenburg;1963-03-12;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB1;DEB1B;7.852187235;50.67930512;Nister;7143276.0;57645.0;;Rheinland-Pfalz;1963-03-15;;medium voltage;;Energienetze Mittelrhein GmbH & Co. KG;10001102.0;Amprion
0.025;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE227;11.99984882;48.54178316;;9274194.0;84079.0;;Brandenburg;1963-03-26;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.048;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;13.04527528;49.20949583;Lam;9372138.0;93462.0;;Brandenburg;1963-04-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.235;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;13.11260883;49.07587001;Bodenmais;9276117.0;94249.0;;Brandenburg;1963-04-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.32206609;49.24221195;;9376117.0;92436.0;;Brandenburg;1963-04-02;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0065;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.52437279;49.34459126;;9372154.0;92444.0;;Brandenburg;1963-04-09;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.048;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;12.15545685;49.14570608;Regenstauf;9375190.0;93128.0;;Brandenburg;1963-04-16;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.012;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB2;DEB24;6.598047519;50.3338046;Jünkerath;7233035.0;54584.0;;Rheinland-Pfalz;1963-04-18;;low voltage;;Westnetz GmbH;10003764.0;Amprion
0.005;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.52608093;49.57475804;;9374118.0;92693.0;;Brandenburg;1963-04-23;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.59531586;49.16697096;;9372158.0;93489.0;;Brandenburg;1963-04-25;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.025;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB3;DEB3K;7.83089397;49.09081851;Rumbach;7340033.0;76891.0;;Rheinland-Pfalz;1963-05-16;;low voltage;;Pfalzwerke Netz AG;10002992.0;Amprion
0.025;Renewable energy;Hydro;;Run-of-river;Amprion;DEB;DEB3;DEB3K;7.356728115;49.1858301;Hornbach;7340211.0;66500.0;;Rheinland-Pfalz;1963-05-16;;low voltage;;Pfalzwerke Netz AG;10002992.0;Amprion
0.1175;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.91673503;49.09257952;Viechtach;9276144.0;94234.0;;Brandenburg;1963-05-20;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.1;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.91673503;49.09257952;Viechtach;9276144.0;94234.0;;Brandenburg;1963-05-22;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.006;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.88136047;49.23785176;;9372151.0;93485.0;;Brandenburg;1963-05-24;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.025;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.30298421;48.46524695;;9275145.0;94099.0;;Brandenburg;1963-05-30;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.087;Renewable energy;Hydro;;Run-of-river;TenneT;DE7;DE72;DE725;9.37614078;50.64513798;Lauterbach;6535011.0;36341.0;;Hamburg;1963-06-06;;low voltage / medium voltage;;ovag Netz GmbH;10001836.0;TenneT
0.0092;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.20378429;49.50145427;;9376153.0;92536.0;;Brandenburg;1963-06-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0133;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.65883829;49.2131694;;9372116.0;93413.0;;Brandenburg;1963-06-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.024;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE227;12.3402293;48.43881755;;9274184.0;84137.0;;Brandenburg;1963-06-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.006;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE225;13.27208907;48.84993772;;9272128.0;94548.0;;Brandenburg;1963-06-22;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0175;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.77528698;49.14829520000001;;9372143.0;93468.0;;Brandenburg;1963-06-24;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.01;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE235;12.68866614;49.38087061;;9372171.0;93449.0;;Brandenburg;1963-06-26;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.31062397;48.68000287;;9275111.0;94529.0;;Brandenburg;1963-07-16;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.09;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE228;13.39650212;48.72961255;Tittling;9275152.0;94104.0;;Brandenburg;1963-07-30;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.81763035;49.09891993;;9276135.0;94267.0;;Brandenburg;1963-07-31;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.054;Renewable energy;Hydro;;Run-of-river;TenneT;DE9;DE92;DE923;9.379806519;52.0178922;Emmerthal;3252005.0;31860.0;;Niedersachsen;1963-08-28;;low voltage;;GWS Stadtwerke Hameln GmbH;10001497.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE24;DE248;11.20065834;49.73777267;;9474161.0;91362.0;;Brandenburg;1963-09-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.88776568;49.02642236;;9276128.0;94262.0;;Brandenburg;1963-09-14;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0074;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.88776568;49.02642236;;9276128.0;94262.0;;Brandenburg;1963-09-17;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.005;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22A;12.92202468;48.58108143;;9277142.0;94439.0;;Brandenburg;1963-09-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22A;12.62087439;48.397326;;9277133.0;84323.0;;Brandenburg;1963-10-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.024;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;13.00482306;48.97524354;;9276142.0;94239.0;;Brandenburg;1963-10-03;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.52608093;49.57475804;;9374118.0;92693.0;;Brandenburg;1963-10-07;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0305;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE21M;12.67651744;47.80871639;Siegsdorf;9189145.0;83313.0;;Brandenburg;1963-10-10;;low voltage;;Elektrizitätsgenossenschaft Vogling & Angrenzer eG;10000782.0;TenneT
0.065;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE23A;12.03130095;49.83489415;Erbendorf;9377116.0;92681.0;;Brandenburg;1963-10-23;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22B;12.76436195;49.08100486;;9278178.0;94371.0;;Brandenburg;1963-10-25;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0185;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22B;12.76187454;48.98433462;;9278154.0;94362.0;;Brandenburg;1963-10-28;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.041;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE214;12.67202933;48.22349666;Altötting;9171111.0;84503.0;;Brandenburg;1963-10-30;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.015;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE239;12.15309485;49.54396129;;9376150.0;92533.0;;Brandenburg;1963-11-15;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE227;12.04553256;48.48440720000001;Eching;9274124.0;84174.0;;Brandenburg;1963-11-19;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.016;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22B;12.72567086;48.94690762;;9278139.0;94336.0;;Brandenburg;1963-11-19;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.023;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22A;12.92202468;48.58108143;;9277142.0;94439.0;;Brandenburg;1963-11-25;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.08;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE21;DE214;12.58692451;48.12985889;Garching;9171117.0;84518.0;;Brandenburg;1963-11-29;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.03;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE227;12.3402293;48.43881755;;9274184.0;84137.0;;Brandenburg;1963-12-11;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0092;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE226;11.69230512;48.97272183;;9273164.0;93339.0;;Brandenburg;1963-12-13;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.009;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22B;12.83401081;48.91876497;;9278187.0;94374.0;;Brandenburg;1963-12-16;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.014;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE237;12.28287568;49.72284665;;9374121.0;92685.0;;Brandenburg;1963-12-16;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0075;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE226;11.69230512;48.97272183;;9273164.0;93339.0;;Brandenburg;1963-12-18;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.02;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE226;11.69230512;48.97272183;;9273164.0;93339.0;;Brandenburg;1963-12-20;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.052;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE24;DE246;11.32855626;49.84589685;Waischenfeld;9472197.0;91344.0;;Brandenburg;1963-12-31;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.005;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE226;11.97290104;48.77097716;;9273165.0;93352.0;;Brandenburg;1964-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.038;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.91673503;49.09257952;Viechtach;9276144.0;94234.0;;Brandenburg;1964-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE238;12.17216649;49.07324671;;9375208.0;93173.0;;Brandenburg;1964-01-01;;low voltage / medium voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.75;Renewable energy;Hydro;;Run-of-river;50Hertz;DED;DED4;DED44;12.19257328;50.55698896;Pöhl;14523330.0;8543.0;;Sachsen;1964-01-01;;medium voltage;;Mitteldeutsche Netzgesellschaft Strom mbH;10001645.0;50Hertz
0.0055;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.98111485;49.13259798;;9276113.0;93471.0;;Brandenburg;1964-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.011;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE23;DE236;11.73491752;49.16453468;;9373151.0;92331.0;;Brandenburg;1964-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.022;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE229;12.91673503;49.09257952;;9276144.0;94234.0;;Brandenburg;1964-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
0.0185;Renewable energy;Hydro;;Run-of-river;TenneT;DE2;DE22;DE22A;12.92202468;48.58108143;;9277142.0;94439.0;;Brandenburg;1964-01-01;;low voltage;;Bayernwerk Netz GmbH;10001041.0;TenneT
